IP LINLIN
DP 100.0 0.009372067926156183
DP 101.0 0.009190422967697896
DP 102.0 0.009013909687842757
DP 103.0 0.00884233739378024
DP 104.0 0.008675524167129389
DP 105.0 0.008513296383356236
DP 106.0 0.008355488261666086
DP 107.0 0.008201941443178621
DP 108.0 0.008052504595370012
DP 109.0 0.007907033040926402
DP 110.0 0.007765388409299681
DP 111.0 0.007627438309390077
DP 112.0 0.007493056021902197
DP 113.0 0.007362120210032693
DP 114.0 0.007234514647250236
DP 115.0 0.0071101279610217465
DP 116.0 0.006988853391424939
DP 117.0 0.006870588563665717
DP 118.0 0.0067552352735914785
DP 119.0 0.006642699285357584
DP 120.0 0.006532890140465403
DP 121.0 0.006425720977446472
DP 122.0 0.006321108361519099
DP 123.0 0.006218972123591206
DP 124.0 0.006119235208027407
DP 125.0 0.006021823528638532
DP 126.0 0.005926665832389504
DP 127.0 0.005833693570355841
DP 128.0 0.005742840775491033
DP 129.0 0.005654043946796735
DP 130.0 0.005567241939514789
DP 131.0 0.0054823758609857205
DP 132.0 0.005399388971841577
DP 133.0 0.005318226592222777
DP 134.0 0.005238836012729007
DP 135.0 0.005161166409832599
DP 136.0 0.005085168765500545
DP 137.0 0.005010795790787228
DP 138.0 0.004938001853175141
DP 139.0 0.004866742907454728
DP 140.0 0.004796976429947547
DP 141.0 0.004728661355889078
DP 142.0 0.004661758019798763
DP 143.0 0.004596228098675379
DP 144.0 0.004532034557865691
DP 145.0 0.004469141599463427
DP 146.0 0.004407514613104267
DP 147.0 0.004347120129030385
DP 148.0 0.004287925773305639
DP 149.0 0.004229900225069481
DP 150.0 0.0041730131757240704
DP 151.0 0.0041172352899553
DP 152.0 0.00406253816849411
DP 153.0 0.004008894312529772
DP 154.0 0.003956277089691876
DP 155.0 0.003904660701522473
DP 156.0 0.0038540201523641756
DP 157.0 0.0038043312195941725
DP 158.0 0.003755570425137969
DP 159.0 0.003707715008200421
DP 160.0 0.003660742899154809
DP 161.0 0.0036146326945341836
DP 162.0 0.0035693636330720213
DP 163.0 0.003524915572742211
DP 164.0 0.0034812689687509423
DP 165.0 0.003438404852435686
DP 166.0 0.003396304811028765
DP 167.0 0.0033549509682452155
DP 168.0 0.0033143259656568487
DP 169.0 0.003274412944816233
